,locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
977,MBURv2_50210,putative multidrug resistance protein mexB (Multidrug-efflux transporter mexB),5.0,7.0
978,MBURv2_50211,"RND efflux transporter, MFP subunit",11.0,9.0
979,MBURv2_50212,"Transcriptional regulator, TetR family",26.0,41.0
980,MBURv2_50213,Cytosine deaminase,137.0,138.0
981,MBURv2_50214,putative cytochrome oxidase assembly protein,91.0,93.0
982,MBURv2_50215,conserved protein of unknown function,139.0,128.0
983,MBURv2_50216,conserved protein of unknown function,117.0,96.0
984,MBURv2_50217,protein of unknown function,87.0,51.0
985,MBURv2_50218,conserved protein of unknown function,61.0,56.0
986,MBURv2_50219,putative GTP-binding protein,38.0,57.0
987,MBURv2_50220,Integrase (fragment),45.0,54.0
988,MBURv2_50221,transposase,24.0,24.0
989,MBURv2_50222,conserved protein of unknown function,49.0,59.0
990,MBURv2_50223,PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein (fragment),58.0,67.0
991,MBURv2_50224,Multi-sensor signal transduction multi-kinase,48.0,51.0
992,MBURv2_50225,Integrase catalytic region (fragment),71.0,11.0
993,MBURv2_50226,protein of unknown function,34.0,39.0
994,MBURv2_50227,protein of unknown function,0.0,36.0
995,MBURv2_50228,protein of unknown function,4.0,8.0
996,MBURv2_50229,"Transcriptional regulator, TetR family",95.0,76.0
997,MBURv2_50230,Rhodanese domain protein,9.0,15.0
998,MBURv2_50231,conserved protein of unknown function,16.0,21.0
999,MBURv2_50232,conserved protein of unknown function,0.0,7.0
1000,MBURv2_50233,Twin-arginine translocation pathway signal,12.0,12.0
1001,MBURv2_50234,conserved protein of unknown function,82.0,62.0
1002,MBURv2_50235,conserved protein of unknown function,164.0,151.0
1003,MBURv2_50236,SEC-C motif domain protein,21.0,17.0
1004,MBURv2_50237,conserved protein of unknown function,10.0,6.0
1005,MBURv2_50238,AAA ATPase,36.0,33.0
1006,MBURv2_50239,protein of unknown function,6.0,11.0
1007,MBURv2_50240,conserved protein of unknown function,19.0,5.0
1008,MBURv2_50241,conserved protein of unknown function,3.0,2.0
1009,MBURv2_50242,conserved protein of unknown function,37.0,65.0
1010,MBURv2_50243,conserved protein of unknown function,83.0,75.0
1011,MBURv2_50244,protein of unknown function,79.0,119.0
1012,MBURv2_50245,protein of unknown function,243.0,196.0
1013,MBURv2_50246,Methyl-accepting chemotaxis sensory transducer,275.0,312.0
1014,MBURv2_50247,CheW protein,196.0,209.0
1015,MBURv2_50248,Chemotaxis response regulator protein-glutamate methylesterase 3,98.0,100.0
1016,MBURv2_50249,PBS lyase HEAT domain protein repeat-containing protein,192.0,179.0
1017,MBURv2_50250,Chemotaxis protein methyltransferase 2,175.0,163.0
1018,MBURv2_50251,Response regulator receiver protein,106.0,104.0
1019,MBURv2_50252,CheA signal transduction histidine kinase,83.0,74.0
1020,MBURv2_50253,conserved protein of unknown function,113.0,126.0
1021,MBURv2_50254,chemotaxis regulator transmitting signal to flagellar motor component,126.0,146.0
1022,MBURv2_50255,putative Methyl-accepting chemotaxis sensory transducer,89.0,91.0
1023,MBURv2_50256,Anti-sigma-factor antagonist,77.0,84.0
1024,MBURv2_50257,RsbT antagonist protein RsbS,84.0,61.0
1025,MBURv2_50258,Serine/threonine-protein kinase RsbT,62.0,51.0
1026,MBURv2_50259,Serine/threonine-protein kinase RsbT,76.0,63.0
1027,MBURv2_50260,Stage II sporulation protein E,96.0,67.0
1028,MBURv2_50261,Histidine kinase,61.0,48.0
1029,MBURv2_50262,Response regulator receiver protein (fragment),48.0,77.0
1030,MBURv2_50263,Chemotaxis protein methyltransferase,223.0,216.0
1031,MBURv2_50264,fused chemotaxis regulator ; protein-glutamate methylesterase in two-component regulatory system with CheA,152.0,171.0
1032,MBURv2_50265,putative Diguanylate cyclase,222.0,241.0
1033,MBURv2_50266,Response regulator receiver sensor signal transduction histidine kinase,125.0,150.0
1034,MBURv2_50267,membrane protein of unknown function,90.0,94.0
1035,MBURv2_50268,Two component LuxR family transcriptional regulator,204.0,245.0
1036,MBURv2_50269,protein of unknown function,447.0,476.0
1037,MBURv2_50270,protein of unknown function,859.0,832.0
1038,MBURv2_50271,Methyl-accepting chemotaxis sensory transducer,223.0,237.0
1039,MBURv2_50272,Response regulator receiver protein,235.0,296.0
1040,MBURv2_50273,Anti-sigma-factor antagonist,163.0,222.0
1041,MBURv2_50274,CheA signal transduction histidine kinase,204.0,224.0
1042,MBURv2_50275,exported protein of unknown function,281.0,402.0
1043,MBURv2_50276,CheW protein,245.0,280.0
1044,MBURv2_50277,conserved protein of unknown function,292.0,382.0
1045,MBURv2_50278,conserved protein of unknown function,210.0,207.0
1046,MBURv2_50279,protein of unknown function,31.0,64.0
1047,MBURv2_50280,conserved protein of unknown function,11.0,45.0
1048,MBURv2_50281,Gamma-glutamyltranspeptidase (fragment),37.0,38.0
1049,MBURv2_50282,protein of unknown function,11.0,8.0
1050,MBURv2_50283,conserved protein of unknown function,30.0,28.0
1051,MBURv2_50284,3-octaprenyl-4-hydroxybenzoate decarboxylase,69.0,77.0
1052,MBURv2_50285,oligopeptidase A,105.0,82.0
1053,MBURv2_50286,conserved protein of unknown function,35.0,47.0
1054,MBURv2_50287,conserved protein of unknown function,84.0,101.0
1055,MBURv2_50288,conserved protein of unknown function,129.0,114.0
1056,MBURv2_50289,conserved protein of unknown function,153.0,133.0
1057,MBURv2_50290,conserved protein of unknown function,110.0,113.0
1058,MBURv2_50291,conserved protein of unknown function,88.0,87.0
1059,MBURv2_50292,protein of unknown function,7.0,4.0
1060,MBURv2_50293,putative transmembrane protein,50.0,54.0
1061,MBURv2_50294,conserved hypothetical protein,110.0,98.0
1062,MBURv2_50295,tRNA-dihydrouridine synthase A,75.0,67.0
1063,MBURv2_50296,GTP cyclohydrolase I,261.0,236.0
1064,MBURv2_50297,conserved protein of unknown function,240.0,201.0
1065,MBURv2_50298,DNA mismatch repair protein MutS domain protein,250.0,248.0
1066,MBURv2_50299,Lytic transglycosylase catalytic,243.0,277.0
1067,MBURv2_50300,conserved protein of unknown function,157.0,138.0
1068,MBURv2_50301,hypothetical protein,94.0,89.0
1069,MBURv2_50302,conserved protein of unknown function,431.0,522.0
1070,MBURv2_50303,50S ribosomal subunit protein L32,713.0,600.0
1071,MBURv2_50304,fatty acid/phospholipid synthesis protein,83.0,76.0
1072,MBURv2_50305,3-oxoacyl-[acyl-carrier-protein] synthase III,136.0,152.0
1073,MBURv2_50306,malonyl-CoA-[acyl-carrier-protein] transacylase,192.0,172.0
1074,MBURv2_50307,3-oxoacyl-[acyl-carrier-protein] reductase,244.0,202.0
1075,MBURv2_50308,acyl carrier protein (ACP),4062.0,3089.0
1076,MBURv2_50309,3-oxoacyl-[acyl-carrier-protein] synthase II,385.0,398.0
1077,MBURv2_50310,Aminodeoxychorismate lyase,107.0,134.0
1078,MBURv2_50311,putative conserved membrane associated protein,60.0,63.0
1079,MBURv2_50312,thymidylate kinase,49.0,51.0
1080,MBURv2_50313,"DNA polymerase III, delta prime subunit",28.0,32.0
1081,MBURv2_50314,Type 4 fimbrial biogenesis protein PilZ,172.0,113.0
1082,MBURv2_50315,putative metallodependent hydrolase,59.0,60.0
1083,MBURv2_50316,conserved protein of unknown function,20.0,28.0
1084,MBURv2_50317,conserved protein of unknown function,26.0,40.0
1085,MBURv2_50318,putative Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),43.0,42.0
1086,MBURv2_50319,conserved exported protein of unknown function,13.0,18.0
1087,MBURv2_50320,conserved protein of unknown function,33.0,23.0
1088,MBURv2_50321,protein of unknown function,73.0,38.0
1089,MBURv2_50322,Formaldehyde-activating enzyme,591.0,560.0
1090,MBURv2_50323,conserved exported protein of unknown function,553.0,590.0
1091,MBURv2_50324,conserved membrane protein of unknown function,63.0,68.0
1092,MBURv2_50325,conserved protein of unknown function,114.0,136.0
1093,MBURv2_50326,conserved protein of unknown function,92.0,124.0
1094,MBURv2_50327,"lysine tRNA synthetase, inducible",86.0,75.0
1095,MBURv2_50328,protein of unknown function,47.0,20.0
1096,MBURv2_50329,peptide chain release factor 2,100.0,116.0
1097,MBURv2_50330,Biphenyl dioxygenase system ferredoxin subunit,102.0,75.0
1098,MBURv2_50331,Ribosomal RNA small subunit methyltransferase J,123.0,75.0
1099,MBURv2_50332,NifU-like protein,72.0,98.0
1100,MBURv2_50333,"selenocysteine lyase, PLP-dependent",45.0,38.0
1101,MBURv2_50334,conserved protein of unknown function,140.0,199.0
1102,MBURv2_50335,FeS assembly protein SufD,47.0,62.0
1103,MBURv2_50336,"component of SufBCD complex, ATP-binding component of ABC superfamily",99.0,60.0
1104,MBURv2_50337,component of SufBCD complex,50.0,59.0
1105,MBURv2_50338,"Transcriptional regulator, BadM/Rrf2 family",12.0,23.0
1106,MBURv2_50339,DNA internalization-related competence protein ComEC/Rec2,20.0,9.0
1107,MBURv2_50340,conserved protein of unknown function,277.0,307.0
1108,MBURv2_50341,outer membrane-specific lipoprotein transporter subunit ; ATP-binding component of ABC superfamily,89.0,84.0
1109,MBURv2_50342,"transport protein of outer membrane lipoproteins (ABC superfamily, membrane)",54.0,56.0
1110,MBURv2_50343,DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport,165.0,146.0
1111,MBURv2_50344,protein of unknown function,125.0,112.0
1112,MBURv2_50345,SmpA/OmlA domain protein,157.0,174.0
1113,MBURv2_50346,hypothetical protein,213.0,321.0
1114,MBURv2_50347,conserved hypothetical protein,214.0,192.0
1115,MBURv2_50348,Transporter,129.0,139.0
1116,MBURv2_50349,trans-translation protein,60.0,44.0
1117,MBURv2_50350,HopJ type III effector protein,32.0,72.0
1118,MBURv2_50351,FAD dependent oxidoreductase,19.0,25.0
1119,MBURv2_50352,putative rRNA methylase,29.0,23.0
1120,MBURv2_50353,conserved exported protein of unknown function,1447.0,1192.0
1121,MBURv2_50354,ATP-dependent RNA helicase HrpA,18.0,19.0
1122,MBURv2_50355,conserved exported protein of unknown function,413.0,328.0
1123,MBURv2_50356,conserved protein of unknown function,79.0,118.0
1124,MBURv2_50357,Metallophosphoesterase,118.0,123.0
1125,MBURv2_50358,Aminotransferase class V,123.0,115.0
1126,MBURv2_50359,conserved protein of unknown function,278.0,282.0
1127,MBURv2_50360,Lactoylglutathione lyase,666.0,596.0
1128,MBURv2_50361,Hydrogenase nickel incorporation protein HypB,430.0,415.0
1129,MBURv2_50362,"Nickel-iron hydrogenase, metal-binding maturation protein",207.0,200.0
1130,MBURv2_50363,Carbamoyltransferase HypF,37.0,27.0
1131,MBURv2_50364,"putative oxidoreductase, molybdenum cofactor binding subunit",297.0,273.0
1132,MBURv2_50365,Nicotinate dehydrogenase subunit A,184.0,246.0
1133,MBURv2_50366,putative enzyme for molybdopterin cofactor synthesis,174.0,99.0
1134,MBURv2_50367,putative dehydrogenase molybdenum attachment maturation factor,45.0,43.0
1135,MBURv2_50368,Zinc uptake regulation protein,40.0,47.0
1136,MBURv2_50369,protein of unknown function,70.0,54.0
1137,MBURv2_50370,putative polyphosphate:AMP phosphotransferase,79.0,85.0
1138,MBURv2_50371,Phospholipid/glycerol acyltransferase,79.0,68.0
1139,MBURv2_50372,conserved protein of unknown function,70.0,60.0
1140,MBURv2_50373,Diguanylate cyclase with PAS/PAC sensor,69.0,76.0
1141,MBURv2_50374,conserved protein of unknown function,98.0,88.0
1142,MBURv2_50375,conserved protein of unknown function,87.0,54.0
1143,MBURv2_50376,conserved exported protein of unknown function,109.0,105.0
1144,MBURv2_50377,NAD-glutamate dehydrogenase,136.0,139.0
1145,MBURv2_50378,"putative anti-sigma regulatory factor, serine/threonine protein kinase",203.0,221.0
1146,MBURv2_50379,Stage II sporulation protein,348.0,364.0
1147,MBURv2_50380,Chromate transporter,59.0,32.0
1148,MBURv2_50381,conserved exported protein of unknown function,96.0,92.0
1149,MBURv2_50382,conserved protein of unknown function,598.0,470.0
1150,MBURv2_50383,50S ribosomal subunit protein L9,330.0,285.0
1151,MBURv2_50384,conserved membrane protein of unknown function,342.0,341.0
1152,MBURv2_50385,30S ribosomal subunit protein S18,262.0,272.0
1153,MBURv2_50386,30S ribosomal subunit protein S6,385.0,283.0
1154,MBURv2_50387,Dienelactone hydrolase,319.0,390.0
1155,MBURv2_50388,putative Protein-tyrosine-phosphatase,98.0,120.0
1156,MBURv2_50389,conserved protein of unknown function,623.0,540.0
1157,MBURv2_50390,V-type ATP synthase alpha chain 1,148.0,127.0
1158,MBURv2_50391,conserved protein of unknown function,103.0,118.0
1159,MBURv2_50392,V-type ATP synthase subunit A,148.0,126.0
1160,MBURv2_50393,ATP synthase subunit K,170.0,121.0
1161,MBURv2_50394,"H+-transporting ATP synthase, subunit I (AtpI)",120.0,116.0
1162,MBURv2_50395,V-type ATP synthase subunit D,144.0,147.0
1163,MBURv2_50396,V-type ATP synthase beta chain,187.0,156.0
1164,MBURv2_50397,Diguanylate cyclase,56.0,72.0
1165,MBURv2_50398,conserved membrane protein of unknown function,73.0,92.0
1166,MBURv2_50399,conserved protein of unknown function,43.0,49.0
1167,MBURv2_50400,conserved exported protein of unknown function,921.0,913.0
1168,MBURv2_50401,Copper-exporting P-type ATPase A,294.0,306.0
1169,MBURv2_50402,Heavy metal transport/detoxification protein,429.0,411.0
1170,MBURv2_50403,Diguanylate phosphodiesterase,253.0,236.0
1171,MBURv2_50404,conserved exported protein of unknown function,344.0,313.0
1172,MBURv2_50405,High frequency lysogenization protein HflD homolog,280.0,327.0
1173,MBURv2_50406,ABC transporter related protein,218.0,186.0
1174,MBURv2_50407,Response regulator receiver sensor signal transduction histidine kinase,80.0,78.0
1175,MBURv2_50408,Multi-sensor hybrid histidine kinase,38.0,29.0
1176,MBURv2_50409,putative Multi-sensor signal transduction histidine kinase,30.0,32.0
1177,MBURv2_50410,conserved membrane protein of unknown function,83.0,77.0
1178,MBURv2_50411,Response regulator receiver modulated metal dependent phosphohydrolase,75.0,82.0
1179,MBURv2_50412,DNA ligase,40.0,41.0
1180,MBURv2_50413,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",70.0,85.0
1181,MBURv2_50414,conserved protein of unknown function,2868.0,3413.0
1182,MBURv2_50415,conserved protein of unknown function,106.0,103.0
1183,MBURv2_50416,Exodeoxyribonuclease I,391.0,469.0
1184,MBURv2_50417,putative signal transduction protein with CBS domains,983.0,914.0
1185,MBURv2_50418,Thiamine biosynthesis lipoprotein ApbE,264.0,220.0
1186,MBURv2_50419,Na(+)-translocating NADH-quinone reductase subunit F,619.0,649.0
1187,MBURv2_50420,Na(+)-translocating NADH-quinone reductase subunit E,538.0,638.0
1188,MBURv2_50421,Na(+)-translocating NADH-quinone reductase subunit D,737.0,739.0
1189,MBURv2_50422,Na(+)-translocating NADH-quinone reductase subunit C,618.0,638.0
1190,MBURv2_50423,Na(+)-translocating NADH-quinone reductase subunit B,405.0,395.0
1191,MBURv2_50424,Na(+)-translocating NADH-quinone reductase subunit A,582.0,622.0
1192,MBURv2_50425,Quinolinate synthase A,244.0,252.0
1193,MBURv2_50426,aspartyl-tRNA synthetase,219.0,208.0
1194,MBURv2_50427,"Regulatory protein, FmdB family",245.0,260.0
1195,MBURv2_50428,dihydroorotase,134.0,119.0
1196,MBURv2_50429,protein of unknown function,225.0,183.0
1197,MBURv2_50430,protein of unknown function,81.0,98.0
1198,MBURv2_50431,conserved protein of unknown function,504.0,394.0
1199,MBURv2_50432,conserved membrane protein of unknown function,137.0,155.0
1200,MBURv2_50433,Outer membrane efflux protein,11.0,13.0
1201,MBURv2_50434,"Efflux transporter, RND family, MFP subunit",21.0,20.0
1202,MBURv2_50435,"copper/silver efflux system, membrane component",20.0,20.0
1203,MBURv2_50436,putative dihydrodipicolinate synthase,33.0,26.0
1204,MBURv2_50437,conserved protein of unknown function,120.0,88.0
1205,MBURv2_50438,"putative pyridoxamine 5'-phosphate oxidase, flavin-nucleotide-binding protein",241.0,187.0
1206,MBURv2_50439,protein of unknown function,125.0,51.0
1207,MBURv2_50440,5-oxoprolinase,11.0,14.0
1208,MBURv2_50441,conserved protein of unknown function,14.0,12.0
1209,MBURv2_50442,putative C32 tRNA thiolase,51.0,45.0
1210,MBURv2_50443,3-oxoacyl-[acyl-carrier-protein] synthase I,220.0,204.0
1211,MBURv2_50444,beta-hydroxydecanoyl thioester dehydrase,133.0,148.0
1212,MBURv2_50445,Lytic transglycosylase catalytic,71.0,86.0
1213,MBURv2_50446,ABC transporter related protein,65.0,44.0
1214,MBURv2_50447,Protein TrpH,69.0,50.0
1215,MBURv2_50448,conserved protein of unknown function,90.0,93.0
1216,MBURv2_50449,conserved protein of unknown function,37.0,32.0
1217,MBURv2_50450,conserved hypothetical protein,92.0,81.0
1218,MBURv2_50451,Exodeoxyribonuclease,43.0,77.0
1219,MBURv2_50452,Uracil-DNA glycosylase superfamily,92.0,97.0
1220,MBURv2_50453,conserved protein of unknown function,136.0,222.0
1221,MBURv2_50454,conserved protein of unknown function,274.0,328.0
1222,MBURv2_50455,putative Histidine kinase,7.0,10.0
1223,MBURv2_50456,putative Diguanylate cyclase,59.0,55.0
1224,MBURv2_50457,Sulfurtransferase TusA homolog,34.0,37.0
1225,MBURv2_50458,multifunctional protein [Includes: Uroporphyrin-III C-methyltransferase (Urogen III methylase) (SUMT) (Uroporphyrinogen III meth,22.0,21.0
1226,MBURv2_50459,putative WD40 domain protein,44.0,34.0
1227,MBURv2_50460,conserved protein of unknown function,3.0,0.0
1228,MBURv2_60001,protein of unknown function,0.0,0.0
1229,MBURv2_60002,conserved protein of unknown function,0.0,0.0
1230,MBURv2_60003,Alpha amylase catalytic region,139.0,162.0
1231,MBURv2_60004,conserved exported protein of unknown function,47.0,51.0
1232,MBURv2_60005,conserved protein of unknown function,225.0,241.0
1233,MBURv2_60006,protein of unknown function,297.0,218.0
1234,MBURv2_60007,protein of unknown function,32.0,32.0
1235,MBURv2_60008,"preprotein translocase IISP family, auxillary membrane component",405.0,439.0
1236,MBURv2_60009,triosephosphate isomerase,531.0,460.0
1237,MBURv2_60010,phosphoglucosamine mutase,162.0,135.0
1238,MBURv2_60011,"protease, ATP-dependent zinc-metallo",287.0,288.0
1239,MBURv2_60012,23S rRNA methyltransferase,158.0,117.0
1240,MBURv2_60013,putative RNA-binding protein,219.0,191.0
1241,MBURv2_60014,transcription elongation factor,149.0,216.0
1242,MBURv2_60015,carbamoyl-phosphate synthase large subunit,220.0,225.0
1243,MBURv2_60016,"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase",155.0,134.0
1244,MBURv2_60017,Membrane carboxypeptidase,78.0,71.0
1245,MBURv2_60018,NADPH-dependent FMN reductase,509.0,448.0
1246,MBURv2_60019,VacJ family lipoprotein,350.0,353.0
1247,MBURv2_60020,ribonuclease T (RNase T),19.0,46.0
1248,MBURv2_60021,monothiol glutaredoxin,76.0,75.0
1249,MBURv2_60022,acetylornithine aminotransferase,38.0,36.0
1250,MBURv2_60023,ornithine carbamoyltransferase,60.0,41.0
1251,MBURv2_60024,SH3 type 3 domain protein,231.0,226.0
1252,MBURv2_60025,putative dihydroxyacid dehydratase (ilvD-like),150.0,130.0
1253,MBURv2_60026,fused acetylglutamate kinase homolog (inactive) ; amino acid N-acetyltransferase,46.0,46.0
1254,MBURv2_60027,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",140.0,144.0
1255,MBURv2_60028,nucleotide hydrolase,335.0,279.0
1256,MBURv2_60029,"putative hydrolase, haloacid dehalogenase-like family",149.0,154.0
1257,MBURv2_60030,conserved protein of unknown function,57.0,55.0
1258,MBURv2_60031,conserved protein of unknown function,38.0,51.0
1259,MBURv2_60032,protein of unknown function,73.0,54.0
1260,MBURv2_60033,conserved protein of unknown function,24.0,17.0
1261,MBURv2_60034,conserved protein of unknown function,15.0,27.0
1262,MBURv2_60035,"ABC transporter, periplasmic protein; molybdate transporter",24.0,14.0
1263,MBURv2_60036,Molybdenum transport system permease protein ModB,17.0,16.0
1264,MBURv2_60037,Molybdenum import ATP-binding protein ModC,22.0,22.0
1265,MBURv2_60038,Nucleoside triphosphate pyrophosphohydrolase,55.0,83.0
1266,MBURv2_60039,Carbohydrate kinase,187.0,155.0
1267,MBURv2_60040,diacylglycerol kinase,139.0,119.0
1268,MBURv2_60041,glycine cleavage complex lipoylprotein,173.0,141.0
1269,MBURv2_60042,conserved protein of unknown function,21.0,19.0
1270,MBURv2_60043,"RND efflux transporter, HME family, translocase subunit",34.0,35.0
1271,MBURv2_60044,Methyl-accepting chemotaxis protein,90.0,71.0
1272,MBURv2_60045,putative Histidine kinase,29.0,35.0
1273,MBURv2_60046,Response regulator receiver modulated metal dependent phosphohydrolase,32.0,57.0
1274,MBURv2_60047,Diguanylate cyclase with PAS/PAC sensor (Modular protein),42.0,43.0
1275,MBURv2_60048,conserved membrane protein of unknown function,46.0,30.0
1276,MBURv2_60049,conserved exported protein of unknown function,49.0,30.0
1277,MBURv2_60050,Na+/H+ antiporter NhaD,50.0,48.0
1278,MBURv2_60051,protein of unknown function,23.0,27.0
1279,MBURv2_60052,conserved protein of unknown function,2.0,12.0
1280,MBURv2_60053,protein of unknown function,0.0,0.0
1281,MBURv2_60054,RNA-directed DNA polymerase (Reverse transcriptase) (fragment),0.0,0.0
1282,MBURv2_60055,conserved protein of unknown function,67.0,108.0
1283,MBURv2_60056,conserved membrane protein of unknown function,68.0,76.0
1284,MBURv2_60057,conserved membrane protein of unknown function,92.0,83.0
1285,MBURv2_60058,putative transport protein AHA_3492,21.0,20.0
1286,MBURv2_60059,UBA/THIF-type NAD/FAD binding protein,78.0,68.0
1287,MBURv2_60060,putative TatD-related DNase,207.0,172.0
1288,MBURv2_60061,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",446.0,551.0
1289,MBURv2_60062,purine nucleoside phosphoramidase,209.0,189.0
1290,MBURv2_60063,gap repair protein,264.0,290.0
1291,MBURv2_60064,conserved hypothetical protein,458.0,417.0
1292,MBURv2_60065,"DNA polymerase III/DNA elongation factor III, tau and gamma subunits",57.0,61.0
1293,MBURv2_60066,conserved protein of unknown function,412.0,327.0
1294,MBURv2_60067,conserved protein of unknown function,315.0,272.0
1295,MBURv2_60068,Integral membrane sensor signal transduction histidine kinase,52.0,51.0
1296,MBURv2_60069,"putative Transcriptional regulator, LuxR family protein",116.0,121.0
1297,MBURv2_60070,"Transcriptional regulator, TetR family",68.0,55.0
1298,MBURv2_60071,Outer membrane efflux protein,93.0,62.0
1299,MBURv2_60072,"Efflux transporter, RND family, MFP subunit",32.0,28.0
1300,MBURv2_60073,"RND transporter, HAE1/HME family, permease protein",32.0,33.0
1301,MBURv2_60074,protein of unknown function,135.0,106.0
1302,MBURv2_60075,Integral membrane sensor signal transduction histidine kinase,77.0,106.0
1303,MBURv2_60076,Transcriptional regulatory protein PmrA,84.0,89.0
1304,MBURv2_60077,carbonic anhydrase,21.0,38.0
1305,MBURv2_60078,Sulphate transporter,57.0,71.0
1306,MBURv2_60079,Cation-transporting ATPase pma1,215.0,258.0
1307,MBURv2_60080,Ribofuranosylaminobenzene 5'-phosphate (RFAP) synthase,125.0,119.0
1308,MBURv2_60081,conserved protein of unknown function,13.0,22.0
1309,MBURv2_60082,Methenyltetrahydromethanopterin cyclohydrolase,74.0,61.0
1310,MBURv2_60083,conserved protein of unknown function,87.0,64.0
1311,MBURv2_60084,conserved protein of unknown function,402.0,285.0
1312,MBURv2_60085,Formaldehyde-activating enzyme,1220.0,973.0
1313,MBURv2_60086,Peptidase S45 penicillin amidase,18.0,14.0
1314,MBURv2_60087,Histidine biosynthesis protein,56.0,37.0
1315,MBURv2_60088,conserved protein of unknown function,85.0,88.0
1316,MBURv2_60089,conserved protein of unknown function,160.0,199.0
1317,MBURv2_60090,Cytochrome c family protein,460.0,366.0
1318,MBURv2_60091,"putative Cytochrome c oxidase, subunit I",263.0,288.0
1319,MBURv2_60092,"putative cytochrome c oxidase, subunit II (CbaB)",303.0,361.0
1320,MBURv2_60093,"putative cytochrome c oxidase, CbaD subunit",316.0,222.0
1321,MBURv2_60094,"HAD-superfamily hydrolase, subfamily IA, variant 3",180.0,144.0
1322,MBURv2_60095,conserved protein of unknown function,114.0,121.0
1323,MBURv2_60096,GGDEF protein,158.0,143.0
1324,MBURv2_60097,transposase (fragment),0.0,0.0
1325,MBURv2_60098,transposase (fragment),0.0,0.0
1326,MBURv2_60099,NADH dehydrogenase,144.0,156.0
1327,MBURv2_60100,conserved protein of unknown function,195.0,129.0
1328,MBURv2_60101,fused putative transporter subunits of ABC superfamily: ATP-binding components,116.0,113.0
1329,MBURv2_60102,conserved membrane protein of unknown function,127.0,117.0
1330,MBURv2_60103,Universal stress protein A homolog 2,119.0,137.0
1331,MBURv2_60104,TM2 domain containing protein,149.0,153.0
1332,MBURv2_60105,conserved membrane protein of unknown function,53.0,48.0
1333,MBURv2_60106,putative formate/nitrate transporter,99.0,79.0
1334,MBURv2_60107,putative dual serine/threonine-protein kinase/phosphatase,78.0,66.0
1335,MBURv2_60108,Cyanate hydratase,244.0,136.0
1336,MBURv2_60109,Phenazine biosynthesis protein PhzF family,186.0,212.0
1337,MBURv2_60110,"nitrite reductase, NAD(P)H-binding, small subunit",257.0,251.0
1338,MBURv2_60111,"nitrite reductase, large subunit, NAD(P)H-binding",262.0,212.0
1339,MBURv2_60112,Nitrite transporter,11.0,11.0
1340,MBURv2_60113,Response regulator receiver and ANTAR domain protein,14.0,12.0
1341,MBURv2_60114,conserved exported protein of unknown function,449.0,396.0
1342,MBURv2_60115,conserved protein of unknown function,215.0,166.0
1343,MBURv2_60116,Formylmethanofuran dehydrogenase subunit C,282.0,242.0
1344,MBURv2_60117,Formylmethanofuran--tetrahydromethanopterin formyltransferase,279.0,269.0
1345,MBURv2_60118,conserved protein of unknown function,241.0,274.0
1346,MBURv2_60119,conserved protein of unknown function,306.0,258.0
1347,MBURv2_60120,conserved protein of unknown function,221.0,247.0
1348,MBURv2_60121,conserved protein of unknown function,138.0,160.0
1349,MBURv2_60122,Protein FwdA,235.0,269.0
1350,MBURv2_60123,Formylmethanofuran dehydrogenase subunit B,310.0,293.0
1351,MBURv2_60124,Peptidase M48 Ste24p,173.0,161.0
1352,MBURv2_60125,succinyldiaminopimelate transaminase,103.0,81.0
1353,MBURv2_60126,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",213.0,214.0
1354,MBURv2_60127,conserved protein of unknown function,196.0,183.0
1355,MBURv2_60128,conserved protein of unknown function,134.0,94.0
1356,MBURv2_60129,conserved hypothetical protein,249.0,180.0
1357,MBURv2_60130,N-succinyl-diaminopimelate deacylase,70.0,49.0
1358,MBURv2_60131,conserved protein of unknown function,211.0,206.0
1359,MBURv2_60132,conserved protein of unknown function,28.0,19.0
1360,MBURv2_60133,protein of unknown function,0.0,14.0
1361,MBURv2_60134,protein of unknown function,0.0,0.0
1362,MBURv2_60135,Retron-type reverse transcriptase,0.0,0.0
1363,MBURv2_60136,conserved protein of unknown function,188.0,178.0
1364,MBURv2_60137,protein of unknown function,0.0,0.0
1365,MBURv2_60138,conserved protein of unknown function,0.0,0.0
1366,MBURv2_60139,conserved protein of unknown function,9.0,3.0
1367,MBURv2_60140,protein of unknown function,12.0,7.0
1368,MBURv2_60141,conserved protein of unknown function,4.0,5.0
1369,MBURv2_60142,transposase,9.0,4.0
1370,MBURv2_60143,conserved protein of unknown function,6.0,4.0
1371,MBURv2_60144,putative NAD-dependent epimerase/dehydratase,79.0,86.0
1372,MBURv2_60145,Aminotransferase class-III,108.0,92.0
1373,MBURv2_60146,conserved protein of unknown function,54.0,33.0
1374,MBURv2_60147,putative universal stress protein UspA,130.0,119.0
1375,MBURv2_60148,putative sulfate transporter,30.0,15.0
