locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
MBURv2_50246,Methyl-accepting chemotaxis sensory transducer,275,312
MBURv2_50247,CheW protein,196,209
MBURv2_50248,Chemotaxis response regulator protein-glutamate methylesterase 3,98,100
MBURv2_50249,PBS lyase HEAT domain protein repeat-containing protein,192,179
MBURv2_50250,Chemotaxis protein methyltransferase 2,175,163
MBURv2_50251,Response regulator receiver protein,106,104
MBURv2_50252,CheA signal transduction histidine kinase,83,74
MBURv2_50253,conserved protein of unknown function,113,126
MBURv2_50254,chemotaxis regulator transmitting signal to flagellar motor component,126,146
MBURv2_50255,putative Methyl-accepting chemotaxis sensory transducer,89,91
MBURv2_50256,Anti-sigma-factor antagonist,77,84
MBURv2_50257,RsbT antagonist protein RsbS,84,61
MBURv2_50258,Serine/threonine-protein kinase RsbT,62,51
MBURv2_50259,Serine/threonine-protein kinase RsbT,76,63
MBURv2_50260,Stage II sporulation protein E,96,67
MBURv2_50261,Histidine kinase,61,48
MBURv2_50262,Response regulator receiver protein (fragment),48,77
MBURv2_50263,Chemotaxis protein methyltransferase,223,216
MBURv2_50264,fused chemotaxis regulator ; protein-glutamate methylesterase in two-component regulatory system with CheA,152,171
MBURv2_50265,putative Diguanylate cyclase,222,241
MBURv2_50266,Response regulator receiver sensor signal transduction histidine kinase,125,150
MBURv2_50267,membrane protein of unknown function,90,94
MBURv2_50268,Two component LuxR family transcriptional regulator,204,245
MBURv2_50269,protein of unknown function,447,476
MBURv2_50270,protein of unknown function,859,832
MBURv2_50271,Methyl-accepting chemotaxis sensory transducer,223,237
MBURv2_50272,Response regulator receiver protein,235,296
MBURv2_50273,Anti-sigma-factor antagonist,163,222
MBURv2_50274,CheA signal transduction histidine kinase,204,224
MBURv2_50275,exported protein of unknown function,281,402
MBURv2_50276,CheW protein,245,280
MBURv2_50277,conserved protein of unknown function,292,382
MBURv2_50278,conserved protein of unknown function,210,207
MBURv2_50279,protein of unknown function,31,64
MBURv2_50280,conserved protein of unknown function,11,45
MBURv2_50281,Gamma-glutamyltranspeptidase (fragment),37,38
MBURv2_50282,protein of unknown function,11,8
MBURv2_50283,conserved protein of unknown function,30,28
MBURv2_50284,3-octaprenyl-4-hydroxybenzoate decarboxylase,69,77
MBURv2_50285,oligopeptidase A,105,82
MBURv2_50286,conserved protein of unknown function,35,47
MBURv2_50287,conserved protein of unknown function,84,101
MBURv2_50288,conserved protein of unknown function,129,114
MBURv2_50289,conserved protein of unknown function,153,133
MBURv2_50290,conserved protein of unknown function,110,113
MBURv2_50291,conserved protein of unknown function,88,87
MBURv2_50292,protein of unknown function,7,4
MBURv2_50293,putative transmembrane protein,50,54
MBURv2_50294,conserved hypothetical protein,110,98
MBURv2_50295,tRNA-dihydrouridine synthase A,75,67
MBURv2_50296,GTP cyclohydrolase I,261,236
MBURv2_50297,conserved protein of unknown function,240,201
MBURv2_50298,DNA mismatch repair protein MutS domain protein,250,248
MBURv2_50299,Lytic transglycosylase catalytic,243,277
MBURv2_50300,conserved protein of unknown function,157,138
MBURv2_50301,hypothetical protein,94,89
MBURv2_50302,conserved protein of unknown function,431,522
MBURv2_50303,50S ribosomal subunit protein L32,713,600
MBURv2_50304,fatty acid/phospholipid synthesis protein,83,76
MBURv2_50305,3-oxoacyl-[acyl-carrier-protein] synthase III,136,152
MBURv2_50306,malonyl-CoA-[acyl-carrier-protein] transacylase,192,172
MBURv2_50307,3-oxoacyl-[acyl-carrier-protein] reductase,244,202
MBURv2_50308,acyl carrier protein (ACP),4062,3089
MBURv2_50309,3-oxoacyl-[acyl-carrier-protein] synthase II,385,398
MBURv2_50310,Aminodeoxychorismate lyase,107,134
MBURv2_50311,putative conserved membrane associated protein,60,63
MBURv2_50312,thymidylate kinase,49,51
MBURv2_50313,"DNA polymerase III, delta prime subunit",28,32
MBURv2_50314,Type 4 fimbrial biogenesis protein PilZ,172,113
MBURv2_50315,putative metallodependent hydrolase,59,60
MBURv2_50316,conserved protein of unknown function,20,28
MBURv2_50317,conserved protein of unknown function,26,40
MBURv2_50318,putative Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),43,42
MBURv2_50319,conserved exported protein of unknown function,13,18
MBURv2_50320,conserved protein of unknown function,33,23
MBURv2_50321,protein of unknown function,73,38
MBURv2_50322,Formaldehyde-activating enzyme,591,560
MBURv2_50323,conserved exported protein of unknown function,553,590
MBURv2_50324,conserved membrane protein of unknown function,63,68
MBURv2_50325,conserved protein of unknown function,114,136
MBURv2_50326,conserved protein of unknown function,92,124
MBURv2_50327,"lysine tRNA synthetase, inducible",86,75
MBURv2_50328,protein of unknown function,47,20
MBURv2_50329,peptide chain release factor 2,100,116
MBURv2_50330,Biphenyl dioxygenase system ferredoxin subunit,102,75
MBURv2_50331,Ribosomal RNA small subunit methyltransferase J,123,75
MBURv2_50332,NifU-like protein,72,98
MBURv2_50333,"selenocysteine lyase, PLP-dependent",45,38
MBURv2_50334,conserved protein of unknown function,140,199
MBURv2_50335,FeS assembly protein SufD,47,62
MBURv2_50336,"component of SufBCD complex, ATP-binding component of ABC superfamily",99,60
MBURv2_50337,component of SufBCD complex,50,59
MBURv2_50338,"Transcriptional regulator, BadM/Rrf2 family",12,23
MBURv2_50339,DNA internalization-related competence protein ComEC/Rec2,20,9
MBURv2_50340,conserved protein of unknown function,277,307
MBURv2_50341,outer membrane-specific lipoprotein transporter subunit ; ATP-binding component of ABC superfamily,89,84
MBURv2_50342,"transport protein of outer membrane lipoproteins (ABC superfamily, membrane)",54,56
MBURv2_50343,DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport,165,146
MBURv2_50344,protein of unknown function,125,112
MBURv2_50345,SmpA/OmlA domain protein,157,174
MBURv2_50346,hypothetical protein,213,321
MBURv2_50347,conserved hypothetical protein,214,192
MBURv2_50348,Transporter,129,139
MBURv2_50349,trans-translation protein,60,44
MBURv2_50350,HopJ type III effector protein,32,72
MBURv2_50351,FAD dependent oxidoreductase,19,25
MBURv2_50352,putative rRNA methylase,29,23
MBURv2_50353,conserved exported protein of unknown function,1447,1192
MBURv2_50354,ATP-dependent RNA helicase HrpA,18,19
MBURv2_50355,conserved exported protein of unknown function,413,328
MBURv2_50356,conserved protein of unknown function,79,118
MBURv2_50357,Metallophosphoesterase,118,123
MBURv2_50358,Aminotransferase class V,123,115
MBURv2_50359,conserved protein of unknown function,278,282
MBURv2_50360,Lactoylglutathione lyase,666,596
MBURv2_50361,Hydrogenase nickel incorporation protein HypB,430,415
MBURv2_50362,"Nickel-iron hydrogenase, metal-binding maturation protein",207,200
MBURv2_50363,Carbamoyltransferase HypF,37,27
MBURv2_50364,"putative oxidoreductase, molybdenum cofactor binding subunit",297,273
MBURv2_50365,Nicotinate dehydrogenase subunit A,184,246
MBURv2_50366,putative enzyme for molybdopterin cofactor synthesis,174,99
MBURv2_50367,putative dehydrogenase molybdenum attachment maturation factor,45,43
MBURv2_50368,Zinc uptake regulation protein,40,47
MBURv2_50369,protein of unknown function,70,54
MBURv2_50370,putative polyphosphate:AMP phosphotransferase,79,85
MBURv2_50371,Phospholipid/glycerol acyltransferase,79,68
MBURv2_50372,conserved protein of unknown function,70,60
MBURv2_50373,Diguanylate cyclase with PAS/PAC sensor,69,76
MBURv2_50374,conserved protein of unknown function,98,88
MBURv2_50375,conserved protein of unknown function,87,54
MBURv2_50376,conserved exported protein of unknown function,109,105
MBURv2_50377,NAD-glutamate dehydrogenase,136,139
MBURv2_50378,"putative anti-sigma regulatory factor, serine/threonine protein kinase",203,221
MBURv2_50379,Stage II sporulation protein,348,364
MBURv2_50380,Chromate transporter,59,32
MBURv2_50381,conserved exported protein of unknown function,96,92
MBURv2_50382,conserved protein of unknown function,598,470
MBURv2_50383,50S ribosomal subunit protein L9,330,285
MBURv2_50384,conserved membrane protein of unknown function,342,341
MBURv2_50385,30S ribosomal subunit protein S18,262,272
MBURv2_50386,30S ribosomal subunit protein S6,385,283
MBURv2_50387,Dienelactone hydrolase,319,390
MBURv2_50388,putative Protein-tyrosine-phosphatase,98,120
MBURv2_50389,conserved protein of unknown function,623,540
MBURv2_50390,V-type ATP synthase alpha chain 1,148,127
MBURv2_50391,conserved protein of unknown function,103,118
MBURv2_50392,V-type ATP synthase subunit A,148,126
MBURv2_50393,ATP synthase subunit K,170,121
MBURv2_50394,"H+-transporting ATP synthase, subunit I (AtpI)",120,116
MBURv2_50395,V-type ATP synthase subunit D,144,147
MBURv2_50396,V-type ATP synthase beta chain,187,156
MBURv2_50397,Diguanylate cyclase,56,72
MBURv2_50398,conserved membrane protein of unknown function,73,92
MBURv2_50399,conserved protein of unknown function,43,49
MBURv2_50400,conserved exported protein of unknown function,921,913
MBURv2_50401,Copper-exporting P-type ATPase A,294,306
MBURv2_50402,Heavy metal transport/detoxification protein,429,411
MBURv2_50403,Diguanylate phosphodiesterase,253,236
MBURv2_50404,conserved exported protein of unknown function,344,313
MBURv2_50405,High frequency lysogenization protein HflD homolog,280,327
MBURv2_50406,ABC transporter related protein,218,186
MBURv2_50407,Response regulator receiver sensor signal transduction histidine kinase,80,78
MBURv2_50408,Multi-sensor hybrid histidine kinase,38,29
MBURv2_50409,putative Multi-sensor signal transduction histidine kinase,30,32
MBURv2_50410,conserved membrane protein of unknown function,83,77
MBURv2_50411,Response regulator receiver modulated metal dependent phosphohydrolase,75,82
MBURv2_50412,DNA ligase,40,41
MBURv2_50413,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",70,85
MBURv2_50414,conserved protein of unknown function,2868,3413
MBURv2_50415,conserved protein of unknown function,106,103
MBURv2_50416,Exodeoxyribonuclease I,391,469
MBURv2_50417,putative signal transduction protein with CBS domains,983,914
MBURv2_50418,Thiamine biosynthesis lipoprotein ApbE,264,220
MBURv2_50419,Na(+)-translocating NADH-quinone reductase subunit F,619,649
MBURv2_50420,Na(+)-translocating NADH-quinone reductase subunit E,538,638
MBURv2_50421,Na(+)-translocating NADH-quinone reductase subunit D,737,739
MBURv2_50422,Na(+)-translocating NADH-quinone reductase subunit C,618,638
MBURv2_50423,Na(+)-translocating NADH-quinone reductase subunit B,405,395
MBURv2_50424,Na(+)-translocating NADH-quinone reductase subunit A,582,622
MBURv2_50425,Quinolinate synthase A,244,252
MBURv2_50426,aspartyl-tRNA synthetase,219,208
MBURv2_50427,"Regulatory protein, FmdB family",245,260
MBURv2_50428,dihydroorotase,134,119
MBURv2_50429,protein of unknown function,225,183
MBURv2_50430,protein of unknown function,81,98
MBURv2_50431,conserved protein of unknown function,504,394
MBURv2_50432,conserved membrane protein of unknown function,137,155
MBURv2_50433,Outer membrane efflux protein,11,13
MBURv2_50434,"Efflux transporter, RND family, MFP subunit",21,20
MBURv2_50435,"copper/silver efflux system, membrane component",20,20
MBURv2_50436,putative dihydrodipicolinate synthase,33,26
MBURv2_50437,conserved protein of unknown function,120,88
MBURv2_50438,"putative pyridoxamine 5'-phosphate oxidase, flavin-nucleotide-binding protein",241,187
MBURv2_50439,protein of unknown function,125,51
MBURv2_50440,5-oxoprolinase,11,14
MBURv2_50441,conserved protein of unknown function,14,12
MBURv2_50442,putative C32 tRNA thiolase,51,45
MBURv2_50443,3-oxoacyl-[acyl-carrier-protein] synthase I,220,204
MBURv2_50444,beta-hydroxydecanoyl thioester dehydrase,133,148
MBURv2_50445,Lytic transglycosylase catalytic,71,86
MBURv2_50446,ABC transporter related protein,65,44
MBURv2_50447,Protein TrpH,69,50
MBURv2_50448,conserved protein of unknown function,90,93
MBURv2_50449,conserved protein of unknown function,37,32
MBURv2_50450,conserved hypothetical protein,92,81
MBURv2_50451,Exodeoxyribonuclease,43,77
MBURv2_50452,Uracil-DNA glycosylase superfamily,92,97
MBURv2_50453,conserved protein of unknown function,136,222
MBURv2_50454,conserved protein of unknown function,274,328
MBURv2_50455,putative Histidine kinase,7,10
MBURv2_50456,putative Diguanylate cyclase,59,55
MBURv2_50457,Sulfurtransferase TusA homolog,34,37
MBURv2_50458,multifunctional protein [Includes: Uroporphyrin-III C-methyltransferase (Urogen III methylase) (SUMT) (Uroporphyrinogen III meth,22,21
MBURv2_50459,putative WD40 domain protein,44,34
MBURv2_50460,conserved protein of unknown function,3,0
MBURv2_60001,protein of unknown function,0,0
MBURv2_60002,conserved protein of unknown function,0,0
MBURv2_60003,Alpha amylase catalytic region,139,162
MBURv2_60004,conserved exported protein of unknown function,47,51
MBURv2_60005,conserved protein of unknown function,225,241
MBURv2_60006,protein of unknown function,297,218
MBURv2_60007,protein of unknown function,32,32
MBURv2_60008,"preprotein translocase IISP family, auxillary membrane component",405,439
MBURv2_60009,triosephosphate isomerase,531,460
MBURv2_60010,phosphoglucosamine mutase,162,135
MBURv2_60011,"protease, ATP-dependent zinc-metallo",287,288
MBURv2_60012,23S rRNA methyltransferase,158,117
MBURv2_60013,putative RNA-binding protein,219,191
MBURv2_60014,transcription elongation factor,149,216
MBURv2_60015,carbamoyl-phosphate synthase large subunit,220,225
MBURv2_60016,"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase",155,134
MBURv2_60017,Membrane carboxypeptidase,78,71
MBURv2_60018,NADPH-dependent FMN reductase,509,448
MBURv2_60019,VacJ family lipoprotein,350,353
MBURv2_60020,ribonuclease T (RNase T),19,46
MBURv2_60021,monothiol glutaredoxin,76,75
MBURv2_60022,acetylornithine aminotransferase,38,36
MBURv2_60023,ornithine carbamoyltransferase,60,41
MBURv2_60024,SH3 type 3 domain protein,231,226
MBURv2_60025,putative dihydroxyacid dehydratase (ilvD-like),150,130
MBURv2_60026,fused acetylglutamate kinase homolog (inactive) ; amino acid N-acetyltransferase,46,46
MBURv2_60027,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",140,144
MBURv2_60028,nucleotide hydrolase,335,279
MBURv2_60029,"putative hydrolase, haloacid dehalogenase-like family",149,154
MBURv2_60030,conserved protein of unknown function,57,55
MBURv2_60031,conserved protein of unknown function,38,51
MBURv2_60032,protein of unknown function,73,54
MBURv2_60033,conserved protein of unknown function,24,17
MBURv2_60034,conserved protein of unknown function,15,27
MBURv2_60035,"ABC transporter, periplasmic protein; molybdate transporter",24,14
MBURv2_60036,Molybdenum transport system permease protein ModB,17,16
MBURv2_60037,Molybdenum import ATP-binding protein ModC,22,22
MBURv2_60038,Nucleoside triphosphate pyrophosphohydrolase,55,83
MBURv2_60039,Carbohydrate kinase,187,155
MBURv2_60040,diacylglycerol kinase,139,119
MBURv2_60041,glycine cleavage complex lipoylprotein,173,141
MBURv2_60042,conserved protein of unknown function,21,19
MBURv2_60043,"RND efflux transporter, HME family, translocase subunit",34,35
MBURv2_60044,Methyl-accepting chemotaxis protein,90,71
MBURv2_60045,putative Histidine kinase,29,35
MBURv2_60046,Response regulator receiver modulated metal dependent phosphohydrolase,32,57
MBURv2_60047,Diguanylate cyclase with PAS/PAC sensor (Modular protein),42,43
MBURv2_60048,conserved membrane protein of unknown function,46,30
MBURv2_60049,conserved exported protein of unknown function,49,30
MBURv2_60050,Na+/H+ antiporter NhaD,50,48
MBURv2_60051,protein of unknown function,23,27
MBURv2_60052,conserved protein of unknown function,2,12
MBURv2_60053,protein of unknown function,0,0
MBURv2_60054,RNA-directed DNA polymerase (Reverse transcriptase) (fragment),0,0
MBURv2_60055,conserved protein of unknown function,67,108
MBURv2_60056,conserved membrane protein of unknown function,68,76
MBURv2_60057,conserved membrane protein of unknown function,92,83
MBURv2_60058,putative transport protein AHA_3492,21,20
MBURv2_60059,UBA/THIF-type NAD/FAD binding protein,78,68
MBURv2_60060,putative TatD-related DNase,207,172
MBURv2_60061,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",446,551
MBURv2_60062,purine nucleoside phosphoramidase,209,189
MBURv2_60063,gap repair protein,264,290
MBURv2_60064,conserved hypothetical protein,458,417
MBURv2_60065,"DNA polymerase III/DNA elongation factor III, tau and gamma subunits",57,61
MBURv2_60066,conserved protein of unknown function,412,327
MBURv2_60067,conserved protein of unknown function,315,272
MBURv2_60068,Integral membrane sensor signal transduction histidine kinase,52,51
MBURv2_60069,"putative Transcriptional regulator, LuxR family protein",116,121
MBURv2_60070,"Transcriptional regulator, TetR family",68,55
MBURv2_60071,Outer membrane efflux protein,93,62
MBURv2_60072,"Efflux transporter, RND family, MFP subunit",32,28
MBURv2_60073,"RND transporter, HAE1/HME family, permease protein",32,33
MBURv2_60074,protein of unknown function,135,106
MBURv2_60075,Integral membrane sensor signal transduction histidine kinase,77,106
MBURv2_60076,Transcriptional regulatory protein PmrA,84,89
MBURv2_60077,carbonic anhydrase,21,38
MBURv2_60078,Sulphate transporter,57,71
MBURv2_60079,Cation-transporting ATPase pma1,215,258
MBURv2_60080,Ribofuranosylaminobenzene 5'-phosphate (RFAP) synthase,125,119
MBURv2_60081,conserved protein of unknown function,13,22
MBURv2_60082,Methenyltetrahydromethanopterin cyclohydrolase,74,61
MBURv2_60083,conserved protein of unknown function,87,64
MBURv2_60084,conserved protein of unknown function,402,285
MBURv2_60085,Formaldehyde-activating enzyme,1220,973
MBURv2_60086,Peptidase S45 penicillin amidase,18,14
MBURv2_60087,Histidine biosynthesis protein,56,37
MBURv2_60088,conserved protein of unknown function,85,88
MBURv2_60089,conserved protein of unknown function,160,199
MBURv2_60090,Cytochrome c family protein,460,366
MBURv2_60091,"putative Cytochrome c oxidase, subunit I",263,288
MBURv2_60092,"putative cytochrome c oxidase, subunit II (CbaB)",303,361
MBURv2_60093,"putative cytochrome c oxidase, CbaD subunit",316,222
MBURv2_60094,"HAD-superfamily hydrolase, subfamily IA, variant 3",180,144
MBURv2_60095,conserved protein of unknown function,114,121
MBURv2_60096,GGDEF protein,158,143
MBURv2_60097,transposase (fragment),0,0
MBURv2_60098,transposase (fragment),0,0
MBURv2_60099,NADH dehydrogenase,144,156
MBURv2_60100,conserved protein of unknown function,195,129
MBURv2_60101,fused putative transporter subunits of ABC superfamily: ATP-binding components,116,113
MBURv2_60102,conserved membrane protein of unknown function,127,117
MBURv2_60103,Universal stress protein A homolog 2,119,137
MBURv2_60104,TM2 domain containing protein,149,153
MBURv2_60105,conserved membrane protein of unknown function,53,48
MBURv2_60106,putative formate/nitrate transporter,99,79
MBURv2_60107,putative dual serine/threonine-protein kinase/phosphatase,78,66
MBURv2_60108,Cyanate hydratase,244,136
MBURv2_60109,Phenazine biosynthesis protein PhzF family,186,212
MBURv2_60110,"nitrite reductase, NAD(P)H-binding, small subunit",257,251
MBURv2_60111,"nitrite reductase, large subunit, NAD(P)H-binding",262,212
MBURv2_60112,Nitrite transporter,11,11
MBURv2_60113,Response regulator receiver and ANTAR domain protein,14,12
MBURv2_60114,conserved exported protein of unknown function,449,396
MBURv2_60115,conserved protein of unknown function,215,166
MBURv2_60116,Formylmethanofuran dehydrogenase subunit C,282,242
MBURv2_60117,Formylmethanofuran--tetrahydromethanopterin formyltransferase,279,269
MBURv2_60118,conserved protein of unknown function,241,274
MBURv2_60119,conserved protein of unknown function,306,258
MBURv2_60120,conserved protein of unknown function,221,247
MBURv2_60121,conserved protein of unknown function,138,160
MBURv2_60122,Protein FwdA,235,269
MBURv2_60123,Formylmethanofuran dehydrogenase subunit B,310,293
MBURv2_60124,Peptidase M48 Ste24p,173,161
MBURv2_60125,succinyldiaminopimelate transaminase,103,81
MBURv2_60126,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",213,214
MBURv2_60127,conserved protein of unknown function,196,183
MBURv2_60128,conserved protein of unknown function,134,94
MBURv2_60129,conserved hypothetical protein,249,180
MBURv2_60130,N-succinyl-diaminopimelate deacylase,70,49
MBURv2_60131,conserved protein of unknown function,211,206
MBURv2_60132,conserved protein of unknown function,28,19
MBURv2_60133,protein of unknown function,0,14
MBURv2_60134,protein of unknown function,0,0
MBURv2_60135,Retron-type reverse transcriptase,0,0
MBURv2_60136,conserved protein of unknown function,188,178
MBURv2_60137,protein of unknown function,0,0
MBURv2_60138,conserved protein of unknown function,0,0
MBURv2_60139,conserved protein of unknown function,9,3
MBURv2_60140,protein of unknown function,12,7
MBURv2_60141,conserved protein of unknown function,4,5
MBURv2_60142,transposase,9,4
MBURv2_60143,conserved protein of unknown function,6,4
MBURv2_60144,putative NAD-dependent epimerase/dehydratase,79,86
MBURv2_60145,Aminotransferase class-III,108,92
MBURv2_60146,conserved protein of unknown function,54,33
MBURv2_60147,putative universal stress protein UspA,130,119
MBURv2_60148,putative sulfate transporter,30,15
MBURv2_60149,conserved membrane protein of unknown function,19,24
MBURv2_60150,Transcriptional regulator,142,119
MBURv2_60151,Hopanoid biosynthesis associated RND transporter like protein HpnN,29,22
MBURv2_60152,Copper resistance protein CopC,38,29
MBURv2_60153,Copper resistance D domain protein,22,18
MBURv2_60154,"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring",16,14
MBURv2_60155,conserved protein of unknown function,177,163
MBURv2_60156,conserved protein of unknown function,177,61
MBURv2_60157,putative sulfur oxidation protein SoxY,105,41
MBURv2_60158,Sulfur oxidation protein SoxZ,35,45
MBURv2_60159,SoxA,44,36
MBURv2_60160,Molybdopterin molybdenumtransferase,45,56
MBURv2_60161,conserved membrane protein of unknown function,975,871
MBURv2_60162,putative methylthiotransferase; cobalamin binding domain protein,358,361
MBURv2_60163,conserved exported protein of unknown function,42,36
MBURv2_60164,Delta(14)-sterol reductase,22,34
MBURv2_60165,conserved protein of unknown function,73,48
MBURv2_60166,conserved membrane protein of unknown function,140,133
MBURv2_60167,conserved exported protein of unknown function,242,201
MBURv2_60168,protein of unknown function,193,172
MBURv2_60169,OmpA/MotB domain protein,126,111
MBURv2_60170,protein of unknown function,0,0
MBURv2_60171,NAD-reducing hydrogenase HoxS subunit alpha,302,278
MBURv2_60172,"NADH:ubiquinone oxidoreductase, subunit G, iron-sulfur binding",439,478
MBURv2_60173,NAD-reducing hydrogenase HoxS subunit delta,308,304
MBURv2_60174,NAD-reducing hydrogenase HoxS subunit beta,388,387
MBURv2_60175,protein of unknown function,426,371
MBURv2_60176,conserved protein of unknown function,2141,1806
MBURv2_60177,"Transcriptional antiterminator, Rof",62,92
MBURv2_60178,"Cpn60 chaperonin GroEL, large subunit of GroESL",245,199
MBURv2_60179,"Cpn10 chaperonin GroES, small subunit of GroESL",172,186
MBURv2_60180,protein of unknown function,171,112
MBURv2_60181,thiamin (thiazole moiety) biosynthesis protein,26,52
MBURv2_60182,conserved protein of unknown function,103,112
MBURv2_60183,"alanine racemase 1, PLP-binding, biosynthetic",84,73
MBURv2_60184,replicative DNA helicase,93,73
MBURv2_60185,protein of unknown function,254,227
MBURv2_60186,Tryptophan--tRNA ligase,255,267
MBURv2_60187,Type IV pilus assembly PilZ,326,316
MBURv2_60188,"6-carboxy-5,6,7,8-tetrahydropterin synthase",278,244
MBURv2_60189,conserved protein of unknown function,89,59
MBURv2_60190,protein of unknown function,0,5
MBURv2_60191,"Transcriptional regulator, TetR family",10,6
MBURv2_60192,protein of unknown function,0,0
MBURv2_60193,putative outer membrane efflux protein (OprM-family protein),17,6
MBURv2_60194,"putative Efflux transporter, RND family, MFP subunit",33,34
MBURv2_60195,Acriflavin resistance protein,11,11
MBURv2_60196,conserved protein of unknown function,92,78
MBURv2_60197,Peptidase S16 lon domain protein,132,131
MBURv2_60198,conserved hypothetical protein; putative diguanylate cyclase/phosphodiesterase,85,110
MBURv2_60199,conserved protein of unknown function,35,34
MBURv2_60200,protein of unknown function,361,399
MBURv2_60201,Response regulator receiver,102,123
MBURv2_60202,putative Diguanylate cyclase,35,37
MBURv2_60203,Uncharacterized 104.1 kDa protein in hypE 3'region,41,34
MBURv2_60204,protein of unknown function,34,44
MBURv2_60205,conserved protein of unknown function,65,70
MBURv2_60206,Multi-sensor hybrid histidine kinase (Modular protein),80,71
MBURv2_60207,Response regulator receiver modulated metal dependent phosphohydrolase,65,73
MBURv2_60208,conserved protein of unknown function,38,60
MBURv2_60209,8-amino-7-oxononanoate synthase,144,151
MBURv2_60210,conserved protein of unknown function,3854,3324
MBURv2_60211,"Cob(I)yrinic acid a,c-diamide adenosyltransferase",128,108
MBURv2_60212,Alpha/beta hydrolase fold protein,47,55
MBURv2_60213,Hydrogenase maturation protease,59,47
MBURv2_60214,putative formamidase regulatory protein FmdB,135,173
MBURv2_60215,Formamidase,5,10
MBURv2_60216,"putative branched-chain amino acid transport protein (ABC superfamily, ATP_bind)",2,8
MBURv2_60217,"putative branched-chain amino acid transport protein (ABC superfamily, atp_bind)",3,2
MBURv2_60218,putative ABC transporter permease component; urea permease protein UrtC,0,1
MBURv2_60219,putative ABC transporter permease component; short-chain amides/urea permease protein,5,0
MBURv2_60220,"putative branched-chain amino acid transport protein (ABC superfamily, peri_bind)",38,17
MBURv2_60221,putative two-component sensor kinase,3,6
MBURv2_60222,putative two-component response regulator protein,10,9
MBURv2_60223,CheB methylesterase,22,29
MBURv2_60224,conserved protein of unknown function,81,85
MBURv2_60225,conserved protein of unknown function,17,21
MBURv2_60226,protein of unknown function,31,14
MBURv2_60227,conserved protein of unknown function,54,26
MBURv2_60228,putative two-component sensor kinase,7,10
MBURv2_60229,protein of unknown function,10,30
MBURv2_60230,"Two-component response regulator, LuxR family",13,14
MBURv2_60231,"pyridine nucleotide transhydrogenase, alpha subunit",405,441
MBURv2_60232,"pyridine nucleotide transhydrogenase, beta subunit",316,337
MBURv2_60233,Response regulator receiver modulated metal dependent phosphohydrolase,63,74
MBURv2_60234,putative esterase,72,71
MBURv2_60235,putative extracellular solute-binding protein,69,50
MBURv2_60236,putative extracellular solute-binding protein,50,47
MBURv2_60237,putative Histidine kinase,36,34
MBURv2_60238,Glycoside hydrolase family 57,592,544
MBURv2_60239,conserved protein of unknown function,387,354
MBURv2_60240,HaoB,277,335
MBURv2_60241,Hydroxylamine oxidoreductase,628,650
MBURv2_60242,putative Diguanylate cyclase,71,99
MBURv2_60243,Response regulator rcp1,62,80
MBURv2_60244,fumarate hydratase,72,87
MBURv2_60245,conserved exported protein of unknown function,115,104
MBURv2_60246,Ribosomal RNA large subunit methyltransferase G,129,125
MBURv2_60247,"putative oxidoreductase, oxoglutarate-Fe(II)-dependent oxygenase domain",97,58
MBURv2_60248,transposase (fragment),124,102
MBURv2_60249,conserved protein of unknown function,515,448
MBURv2_60250,"DNA polymerase, beta domain protein region (fragment)",298,349
MBURv2_60251,putative thiolase; naringenin-chalcone synthase domain,268,242
MBURv2_60252,conserved protein of unknown function,439,399
MBURv2_60253,conserved protein of unknown function,331,369
MBURv2_60254,conserved protein of unknown function,223,246
MBURv2_60255,putative cytochrome c oxidase assembly factor,47,58
MBURv2_60256,conserved membrane protein of unknown function,38,33
MBURv2_60257,"Heme-copper quinol oxidase, subunit I",37,22
MBURv2_60258,"Heme-copper quinol oxidase, subunit II",22,20
MBURv2_60259,conserved membrane protein of unknown function,97,76
MBURv2_60260,conserved membrane protein of unknown function,58,32
MBURv2_60261,protein of unknown function,45,36
MBURv2_60262,exported protein of unknown function,306,227
MBURv2_60263,conserved exported protein of unknown function,211,166
MBURv2_60264,conserved exported protein of unknown function,341,257
MBURv2_60265,"putative type I restriction-modification system, restriction subunit",53,50
MBURv2_60266,conserved protein of unknown function,162,166
MBURv2_60267,conserved protein of unknown function,164,158
MBURv2_60268,protein of unknown function,21,36
MBURv2_60269,"putative type I restriction-modification system, methyltransferase subunit",53,49
MBURv2_60270,"Acetyltransferase, gnat family",124,126
MBURv2_60271,conserved protein of unknown function,200,220
MBURv2_60272,conserved protein of unknown function,388,309
MBURv2_60273,conserved protein of unknown function,487,510
MBURv2_60274,putative antioxidant peroxiredoxin-related protein,39,49
MBURv2_60275,transposase,6,10
MBURv2_60276,conserved exported protein of unknown function,85,102
MBURv2_60277,conserved protein of unknown function,57,62
